name	language	family	closed_class	open_class	vocab	closed_ratio	open_ratio	closed_freq_ratio	open_freq_ratio
UD_Georgian-GNC	Georgian	Kartvelian	241	3806	4047	0.05955028416110699	0.940449715838893	0.2784341806898198	0.7215658193101803
UD_Georgian-GNC	Georgian	Kartvelian	249	4288	4537	0.05488208067004629	0.9451179193299537	0.27780684315161663	0.7221931568483834
UD_Georgian-GNC	Georgian	Kartvelian	325	7091	7416	0.043824163969795035	0.956175836030205	0.28988580750407833	0.7101141924959217
UD_German-GSD	German	Indo-European	695	48944	49639	0.014001087854308104	0.9859989121456919	0.42221989290986434	0.5777801070901356
UD_German-GSD	German	Indo-European	712	50174	50886	0.013992060684667688	0.9860079393153323	0.4232290033034135	0.5767709966965865
UD_German-GSD	German	Indo-European	743	51894	52637	0.01411554609875183	0.9858844539012481	0.4237481091642506	0.5762518908357493
UD_German-HDT	German	Indo-European	930	162183	163113	0.0057015688510419155	0.9942984311489581	0.4294757586182718	0.5705242413817282
UD_German-HDT	German	Indo-European	947	175421	176368	0.005369454776376667	0.9946305452236234	0.4294215328426875	0.5705784671573125
UD_German-HDT	German	Indo-European	956	188071	189027	0.005057478561263735	0.9949425214387363	0.4286661083790061	0.5713338916209939
UD_German-LIT	German	Indo-European	507	6981	7488	0.06770833333333333	0.9322916666666666	0.48809421719120716	0.5119057828087928
UD_German-PUD	German	Indo-European	363	6371	6734	0.053905553905553905	0.946094446094446	0.45145604840888215	0.5485439515911178
UD_Gheg-GPS	Gheg	Indo-European	506	2158	2664	0.18993993993993993	0.81006006006006	0.5046268557353039	0.4953731442646961
UD_Gothic-PROIEL	Gothic	Indo-European	241	2628	2869	0.08400139421401186	0.9159986057859881	0.4034124338105511	0.5965875661894489
UD_Gothic-PROIEL	Gothic	Indo-European	284	4165	4449	0.06383456956619465	0.9361654304338054	0.41113627412367076	0.5888637258763293
UD_Gothic-PROIEL	Gothic	Indo-European	349	8484	8833	0.039510924940563796	0.9604890750594363	0.4050346971230302	0.5949653028769698
UD_Greek-Cretan	Greek	Indo-European	149	894	1043	0.14285714285714285	0.8571428571428571	0.5038793103448276	0.4961206896551724
UD_Greek-Cretan	Greek	Indo-European	170	1171	1341	0.1267710663683818	0.8732289336316182	0.5059153175591532	0.4940846824408468
UD_Greek-Cretan	Greek	Indo-European	183	1302	1485	0.12323232323232323	0.8767676767676768	0.5053674649050371	0.49463253509496286
UD_Greek-GDT	Greek	Indo-European	301	8408	8709	0.03456194741072454	0.9654380525892755	0.4656627149417922	0.5343372850582079
UD_Greek-GDT	Greek	Indo-European	325	9796	10121	0.03211145143760498	0.967888548562395	0.46422479959065327	0.5357752004093468
UD_Greek-GDT	Greek	Indo-European	337	11258	11595	0.029064251832686502	0.9709357481673135	0.46353322528363045	0.5364667747163695
UD_Greek-GUD	Greek	Indo-European	276	2471	2747	0.10047324353840553	0.8995267564615944	0.5243598459098119	0.47564015409018806
UD_Greek-GUD	Greek	Indo-European	367	4521	4888	0.07508183306055646	0.9249181669394435	0.5230024213075061	0.47699757869249393
UD_Greek-Lesbian	Greek	Indo-European	366	1801	2167	0.1688970927549608	0.8311029072450392	0.4916301315265046	0.5083698684734954
UD_Greek-Messinian	Greek	Indo-European	43	100	143	0.3006993006993007	0.6993006993006993	0.441025641025641	0.558974358974359
UD_Greek-Messinian	Greek	Indo-European	102	259	361	0.28254847645429365	0.7174515235457064	0.49193548387096775	0.5080645161290323
UD_Greek-Messinian	Greek	Indo-European	114	299	413	0.27602905569007263	0.7239709443099274	0.5013368983957219	0.49866310160427807
UD_Guajajara-TuDeT	Guajajara	Tupian	207	1317	1524	0.13582677165354332	0.8641732283464567	0.4541094114596837	0.5458905885403164
UD_Guarani-OldTuDeT	Guarani	Tupian	52	103	155	0.33548387096774196	0.6645161290322581	0.35377358490566035	0.6462264150943396
UD_Gujarati-GujTB	Gujarati	Indo-European	171	813	984	0.17378048780487804	0.8262195121951219	0.3670963781461019	0.6329036218538981
UD_Gwichin-TueCL	Gwichin	Athabaskan-Eyak-Tlingit	41	487	528	0.07765151515151515	0.9223484848484849	0.12187958883994127	0.8781204111600588
UD_Haitian_Creole-Adolphe	Haitian_Creole	Indo-European	149	1232	1381	0.10789283128167994	0.8921071687183201	0.49363336992316137	0.5063666300768387
UD_Haitian_Creole-Adolphe	Haitian_Creole	Indo-European	172	1580	1752	0.09817351598173515	0.9018264840182648	0.49134713267729896	0.5086528673227011
UD_Haitian_Creole-Adolphe	Haitian_Creole	Indo-European	238	3075	3313	0.07183821309990945	0.9281617869000905	0.4840145378384206	0.5159854621615795
UD_Haitian_Creole-Autogramm	Haitian_Creole	Indo-European	103	894	997	0.10330992978936811	0.8966900702106319	0.4269064269064269	0.5730935730935731
UD_Hausa-NorthernAutogramm	Hausa	Afro-Asiatic	215	595	810	0.2654320987654321	0.7345679012345679	0.44669408415058526	0.5533059158494147
UD_Hausa-SouthernAutogramm	Hausa	Afro-Asiatic	279	1483	1762	0.1583427922814983	0.8416572077185017	0.47546384602046127	0.5245361539795388
UD_Hausa-WesternAutogramm	Hausa	Afro-Asiatic	348	1305	1653	0.21052631578947367	0.7894736842105263	0.48740094381622295	0.512599056183777
UD_Hebrew-HTB	Hebrew	Afro-Asiatic	179	2956	3135	0.05709728867623604	0.9429027113237639	0.44191366620250644	0.5580863337974935
UD_Hebrew-HTB	Hebrew	Afro-Asiatic	342	16606	16948	0.020179372197309416	0.9798206278026906	0.447904109380007	0.552095890619993
UD_Hebrew-HTB	Hebrew	Afro-Asiatic	355	17504	17859	0.01987793269499972	0.9801220673050003	0.44698746803609546	0.5530125319639045
UD_Hebrew-IAHLTknesset	Hebrew	Afro-Asiatic	154	1495	1649	0.09338993329290479	0.9066100667070952	0.47855490300765263	0.5214450969923474
UD_Hebrew-IAHLTknesset	Hebrew	Afro-Asiatic	308	6818	7126	0.043222003929273084	0.9567779960707269	0.47511525072913724	0.5248847492708627
UD_Hebrew-IAHLTknesset	Hebrew	Afro-Asiatic	317	7254	7571	0.04187029454497424	0.9581297054550257	0.4762220409273234	0.5237779590726765
UD_Hebrew-IAHLTwiki	Hebrew	Afro-Asiatic	163	2473	2636	0.0618361153262519	0.9381638846737481	0.41875923190546527	0.5812407680945347
UD_Hebrew-IAHLTwiki	Hebrew	Afro-Asiatic	205	4080	4285	0.047841306884480746	0.9521586931155193	0.4198910540798562	0.5801089459201437
UD_Hebrew-IAHLTwiki	Hebrew	Afro-Asiatic	388	13796	14184	0.027354765933446136	0.9726452340665539	0.4262157472052948	0.5737842527947052
UD_Highland_Puebla_Nahuatl-ITML	Highland_Puebla_Nahuatl	Uto-Aztecan	156	1925	2081	0.07496395963479097	0.925036040365209	0.2834824240897064	0.7165175759102935
UD_Hindi-HDTB	Hindi	Indo-European	350	5051	5401	0.06480281429364933	0.9351971857063507	0.4224114420775128	0.5775885579224872
UD_Hindi-HDTB	Hindi	Indo-European	573	17669	18242	0.03141102949238022	0.9685889705076198	0.42469594903526686	0.5753040509647331
UD_Hindi-HDTB	Hindi	Indo-European	587	18723	19310	0.03039875712066287	0.9696012428793371	0.42473690145652815	0.5752630985434718
UD_Hindi-PUD	Hindi	Indo-European	348	4890	5238	0.06643757159221077	0.9335624284077892	0.4401842631799358	0.5598157368200642
UD_Hittite-HitTB	Hittite	Indo-European	134	550	684	0.195906432748538	0.804093567251462	0.38773946360153255	0.6122605363984674
UD_Hungarian-Szeged	Hungarian	Uralic	403	7402	7805	0.05163356822549647	0.9483664317745035	0.29579014418900923	0.7042098558109908
UD_Hungarian-Szeged	Hungarian	Uralic	466	10588	11054	0.04215668536276461	0.9578433146372354	0.2884586064948925	0.7115413935051075
UD_Hungarian-Szeged	Hungarian	Uralic	508	13461	13969	0.03636623953038872	0.9636337604696112	0.286381086530229	0.713618913469771
UD_Icelandic-GC	Icelandic	Indo-European	282	3868	4150	0.06795180722891567	0.9320481927710843	0.38513101767215113	0.6148689823278489
UD_Icelandic-GC	Icelandic	Indo-European	565	19103	19668	0.028726865975188122	0.9712731340248119	0.3757235294834457	0.6242764705165543
UD_Icelandic-GC	Icelandic	Indo-European	580	20656	21236	0.027312111508758712	0.9726878884912413	0.37530864197530867	0.6246913580246913
UD_Icelandic-IcePaHC	Icelandic	Indo-European	1602	55245	56847	0.028180906644150086	0.9718190933558499	0.48927764601841056	0.5107223539815894
UD_Icelandic-IcePaHC	Icelandic	Indo-European	1667	62482	64149	0.025986375469609815	0.9740136245303902	0.4932489128581459	0.506751087141854
UD_Icelandic-IcePaHC	Icelandic	Indo-European	1754	67970	69724	0.02515633067523378	0.9748436693247662	0.4961603005462594	0.5038396994537406
UD_Icelandic-Modern	Icelandic	Indo-European	526	8546	9072	0.05798059964726631	0.9420194003527337	0.4895685033834256	0.5104314966165744
UD_Icelandic-Modern	Icelandic	Indo-European	541	9502	10043	0.05386836602608782	0.9461316339739122	0.48582421727649944	0.5141757827235006
UD_Icelandic-Modern	Icelandic	Indo-European	559	10184	10743	0.05203388252815787	0.9479661174718421	0.48490872210953345	0.5150912778904665
UD_Icelandic-PUD	Icelandic	Indo-European	334	6484	6818	0.04898797301261367	0.9510120269873863	0.3839492259327362	0.6160507740672638
UD_Ika-ChibErgIS	Ika	unknown	237	840	1077	0.2200557103064067	0.7799442896935933	0.5514571948998178	0.44854280510018213
UD_Indonesian-CSUI	Indonesian	Austronesian	182	3456	3638	0.05002748763056625	0.9499725123694338	0.24792491380411186	0.7520750861958881
UD_Indonesian-CSUI	Indonesian	Austronesian	200	4474	4674	0.04278990158322636	0.9572100984167736	0.24929120269548424	0.7507087973045158
UD_Indonesian-GSD	Indonesian	Austronesian	237	4078	4315	0.05492468134414832	0.9450753186558517	0.2939082278481013	0.7060917721518988
UD_Indonesian-GSD	Indonesian	Austronesian	499	19808	20307	0.024572807406313093	0.9754271925936869	0.2915668064709407	0.7084331935290593
UD_Indonesian-GSD	Indonesian	Austronesian	516	21252	21768	0.023704520396912898	0.976295479603087	0.2913956210542475	0.7086043789457525
UD_Indonesian-PUD	Indonesian	Austronesian	198	4885	5083	0.038953373991737164	0.9610466260082628	0.3283274440518257	0.6716725559481743
UD_Irish-Cadhan	Irish	Indo-European	326	1602	1928	0.1690871369294606	0.8309128630705395	0.4838785596610967	0.5161214403389033
UD_Irish-IDT	Irish	Indo-European	271	2925	3196	0.08479349186483104	0.9152065081351689	0.46177062374245476	0.5382293762575453
UD_Irish-IDT	Irish	Indo-European	497	14739	15236	0.03262011026516146	0.9673798897348386	0.4405491952531447	0.5594508047468553
UD_Irish-IDT	Irish	Indo-European	518	15872	16390	0.03160463697376449	0.9683953630262355	0.4420486207523865	0.5579513792476135
UD_Irish-TwittIrish	Irish	Indo-European	397	4455	4852	0.08182192910140149	0.9181780708985985	0.3732154445165477	0.6267845554834524
UD_Irish-TwittIrish	Irish	Indo-European	518	7745	8263	0.06268909596998669	0.9373109040300133	0.37059862610402355	0.6294013738959765
UD_Irish-TwittIrish	Irish	Indo-European	600	10408	11008	0.05450581395348837	0.9454941860465116	0.3694289236903544	0.6305710763096456
UD_Italian-ISDT	Italian	Indo-European	293	3651	3944	0.07429006085192698	0.925709939148073	0.47586798931705454	0.5241320106829455
UD_Italian-ISDT	Italian	Indo-European	763	28413	29176	0.026151631477927064	0.9738483685220729	0.4848993749435958	0.5151006250564042
UD_Italian-ISDT	Italian	Indo-European	771	28979	29750	0.02591596638655462	0.9740840336134454	0.4851125222942961	0.514887477705704
UD_Italian-KIParlaForest	Italian	Indo-European	238	1468	1706	0.1395076201641266	0.8604923798358733	0.4646530969577588	0.5353469030422412
UD_Italian-MarkIT	Italian	Indo-European	332	3813	4145	0.08009650180940893	0.919903498190591	0.530876549385804	0.46912345061419597
UD_Italian-MarkIT	Italian	Indo-European	366	5025	5391	0.06789092932665554	0.9321090706733445	0.530070797751989	0.4699292022480111
UD_Italian-MarkIT	Italian	Indo-European	406	5988	6394	0.06349702846418517	0.9365029715358149	0.5294519052298285	0.4705480947701714
UD_Italian-Old	Italian	Indo-European	684	10941	11625	0.05883870967741935	0.9411612903225807	0.5137915753416454	0.48620842465835457
UD_Italian-Old	Italian	Indo-European	708	11716	12424	0.05698647778493239	0.9430135222150676	0.5138119781904924	0.4861880218095076
UD_Italian-Old	Italian	Indo-European	724	12500	13224	0.054748941318814276	0.9452510586811858	0.5131902751046126	0.4868097248953875
UD_Italian-PUD	Italian	Indo-European	355	6095	6450	0.05503875968992248	0.9449612403100776	0.4797714927889118	0.5202285072110883
UD_Italian-ParTUT	Italian	Indo-European	503	7693	8196	0.06137140068326013	0.9386285993167399	0.49592811646951773	0.5040718835304823
UD_Italian-ParTUT	Italian	Indo-European	514	7977	8491	0.06053468378282888	0.9394653162171711	0.49604500655640626	0.5039549934435937
UD_Italian-ParTUT	Italian	Indo-European	522	8365	8887	0.05873748171486441	0.9412625182851356	0.49536267302337694	0.5046373269766231
UD_Italian-ParlaMint	Italian	Indo-European	296	2032	2328	0.12714776632302405	0.872852233676976	0.5198041833555852	0.4801958166444148
UD_Italian-ParlaMint	Italian	Indo-European	360	3248	3608	0.09977827050997783	0.9002217294900222	0.5135756514123057	0.48642434858769434
UD_Italian-PoSTWITA	Italian	Indo-European	348	2961	3309	0.10516772438803264	0.8948322756119673	0.44056902002107484	0.5594309799789252
UD_Italian-PoSTWITA	Italian	Indo-European	795	13895	14690	0.05411844792375766	0.9458815520762424	0.44600071591053425	0.5539992840894657
UD_Italian-PoSTWITA	Italian	Indo-European	829	14921	15750	0.05263492063492063	0.9473650793650794	0.44529032792658424	0.5547096720734158
UD_Italian-TWITTIRO	Italian	Indo-European	189	902	1091	0.17323556370302476	0.8267644362969753	0.445916114790287	0.5540838852097131
UD_Italian-TWITTIRO	Italian	Indo-European	474	5249	5723	0.08282369386685305	0.9171763061331469	0.44957633344761716	0.5504236665523828
UD_Italian-TWITTIRO	Italian	Indo-European	495	5669	6164	0.08030499675535367	0.9196950032446464	0.45049526744442	0.54950473255558
UD_Italian-VIT	Italian	Indo-European	409	5397	5806	0.07044436789528075	0.9295556321047193	0.4860753976901286	0.5139246023098715
UD_Italian-VIT	Italian	Indo-European	462	7277	7739	0.05969763535340483	0.9403023646465951	0.49427165233728837	0.5057283476627116
UD_Italian-VIT	Italian	Indo-European	725	24552	25277	0.0286822012105867	0.9713177987894133	0.48088982931074165	0.5191101706892584
UD_Italian-Valico	Italian	Indo-European	288	1204	1492	0.19302949061662197	0.806970509383378	0.5275827482447342	0.4724172517552658
UD_Japanese-GSD	Japanese	Japanese	307	19919	20226	0.015178483140512213	0.9848215168594878	0.4332929975266615	0.5667070024733385
UD_Japanese-GSD	Japanese	Japanese	316	20664	20980	0.015061963775023833	0.9849380362249762	0.4348920574788526	0.5651079425211474
UD_Japanese-GSD	Japanese	Japanese	324	21446	21770	0.014882866329811667	0.9851171336701884	0.4347100277264325	0.5652899722735675
UD_Japanese-GSDLUW	Japanese	Japanese	503	27467	27970	0.017983553807651053	0.982016446192349	0.5050069136802797	0.4949930863197203
UD_Japanese-GSDLUW	Japanese	Japanese	521	28942	29463	0.0176831958727896	0.9823168041272105	0.5051192019295453	0.49488079807045465
UD_Japanese-GSDLUW	Japanese	Japanese	531	30386	30917	0.017175016980948993	0.982824983019051	0.5057123014813062	0.49428769851869375
UD_Japanese-PUD	Japanese	Japanese	142	5091	5233	0.027135486336709345	0.9728645136632906	0.46912854286722333	0.5308714571327766
UD_Japanese-PUDLUW	Japanese	Japanese	229	5595	5824	0.039320054945054944	0.960679945054945	0.5280491489575989	0.47195085104240103
UD_Javanese-CSUI	Javanese	Austronesian	320	3752	4072	0.07858546168958742	0.9214145383104125	0.30214015946286193	0.697859840537138
UD_Kaapor-TuDeT	Kaapor	Tupian	39	185	224	0.17410714285714285	0.8258928571428571	0.3416666666666667	0.6583333333333333
UD_Kangri-KDTB	Kangri	Indo-European	188	894	1082	0.17375231053604437	0.8262476894639557	0.4323956442831216	0.5676043557168784
UD_Karelian-KKPP	Karelian	Uralic	184	1288	1472	0.125	0.875	0.26687847498014294	0.7331215250198571
UD_Karo-TuDeT	Karo	Hokan	154	627	781	0.19718309859154928	0.8028169014084507	0.3799221116399827	0.6200778883600173
UD_Kazakh-KTB	Kazakh	Altaic	399	4057	4456	0.08954219030520646	0.9104578096947935	0.17831813576494426	0.8216818642350557
UD_Kazakh-KTB	Kazakh	Altaic	408	4245	4653	0.08768536428110896	0.912314635718891	0.17880794701986755	0.8211920529801324
UD_Khoekhoe-KDT	Khoekhoe	unknown	127	451	578	0.21972318339100347	0.7802768166089965	0.5331428571428571	0.46685714285714286
UD_Khoekhoe-KDT	Khoekhoe	unknown	264	2118	2382	0.11083123425692695	0.889168765743073	0.5214467466375863	0.47855325336241367
UD_Khoekhoe-KDT	Khoekhoe	unknown	319	3534	3853	0.0827926291201661	0.917207370879834	0.5334246685739614	0.4665753314260386
UD_Khunsari-AHA	Khunsari	Indo-European	13	46	59	0.22033898305084745	0.7796610169491526	0.25	0.75
UD_Kiche-IU	Kiche	Mayan	120	2288	2408	0.04983388704318937	0.9501661129568106	0.40223396588998317	0.5977660341100168
UD_Komi_Permyak-UH	Komi_Permyak	Uralic	91	416	507	0.1794871794871795	0.8205128205128205	0.25656877897990726	0.7434312210200927
UD_Komi_Permyak-UH	Komi_Permyak	Uralic	110	492	602	0.18272425249169436	0.8172757475083057	0.27684964200477324	0.7231503579952268
UD_Komi_Zyrian-IKDP	Komi_Zyrian	Uralic	172	901	1073	0.1602982292637465	0.8397017707362535	0.30045095828635854	0.6995490417136415
UD_Komi_Zyrian-Lattice	Komi_Zyrian	Uralic	33	72	105	0.3142857142857143	0.6857142857142857	0.36585365853658536	0.6341463414634146
UD_Komi_Zyrian-Lattice	Komi_Zyrian	Uralic	379	3358	3737	0.10141824993310142	0.8985817500668986	0.25115278204734093	0.7488472179526591
UD_Korean-GSD	Korean	Korean	147	6934	7081	0.02075977969213388	0.9792402203078662	0.05037460567823344	0.9496253943217665
UD_Korean-GSD	Korean	Korean	376	31050	31426	0.011964615286705275	0.9880353847132948	0.04979001163790923	0.9502099883620908
UD_Korean-GSD	Korean	Korean	409	35335	35744	0.011442479856759176	0.9885575201432408	0.04922223977708516	0.9507777602229148
UD_Korean-KSL	Korean	Korean	888	23452	24340	0.03648315529991783	0.9635168447000821	0.13697310152534034	0.8630268984746596
UD_Korean-KSL	Korean	Korean	939	25484	26423	0.03553722136017863	0.9644627786398213	0.13715214706096054	0.8628478529390394
UD_Korean-KSL	Korean	Korean	976	27012	27988	0.03487208803773045	0.9651279119622695	0.13707745097220714	0.8629225490277929
UD_Korean-Kaist	Korean	Korean	13336	73256	86592	0.15400960827790097	0.845990391722099	0.1914766500243546	0.8085233499756453
UD_Korean-Kaist	Korean	Korean	14255	78278	92533	0.15405314860644312	0.8459468513935569	0.19082315319990462	0.8091768468000954
UD_Korean-Kaist	Korean	Korean	15196	83697	98893	0.1536610275752581	0.8463389724247419	0.189983430365628	0.810016569634372
UD_Korean-LittlePrince	Korean	Korean	883	3788	4671	0.18903874973239135	0.8109612502676087	0.4510968612892339	0.5489031387107661
UD_Korean-PUD	Korean	Korean	378	7917	8295	0.04556962025316456	0.9544303797468354	0.140811136394057	0.8591888636059429
UD_Kyrgyz-KTMU	Kyrgyz	Turkic	35	4251	4286	0.008166122258516099	0.9918338777414839	0.0335538752362949	0.9664461247637051
UD_Kyrgyz-KTMU	Kyrgyz	Turkic	124	6823	6947	0.0178494314092414	0.9821505685907586	0.04142382351524493	0.958576176484755
UD_Kyrgyz-TueCL	Kyrgyz	Turkic	101	394	495	0.20404040404040405	0.795959595959596	0.23333333333333334	0.7666666666666667
UD_Latgalian-Cairo	Latgalian	Indo-European	35	81	116	0.3017241379310345	0.6982758620689655	0.36428571428571427	0.6357142857142857
UD_Latin-CIRCSE	Latin	Indo-European	340	5671	6011	0.05656296789219764	0.9434370321078024	0.24885936124229568	0.7511406387577043
UD_Latin-CIRCSE	Latin	Indo-European	414	8726	9140	0.045295404814004375	0.9547045951859956	0.24848664437201032	0.7515133556279897
UD_Latin-CIRCSE	Latin	Indo-European	418	9034	9452	0.04422344477359289	0.9557765552264071	0.2489256596650468	0.7510743403349532
UD_Latin-ITTB	Latin	Indo-European	351	2918	3269	0.10737228510247782	0.8926277148975221	0.49173166926677064	0.5082683307332293
UD_Latin-ITTB	Latin	Indo-European	433	4989	5422	0.07985983032091479	0.9201401696790852	0.49517978620019437	0.5048202137998057
UD_Latin-ITTB	Latin	Indo-European	667	19107	19774	0.033731162132092644	0.9662688378679074	0.4635041950978169	0.5364958049021831
UD_Latin-LLCT	Latin	Indo-European	267	1581	1848	0.1444805194805195	0.8555194805194806	0.41469423244131004	0.58530576755869
UD_Latin-LLCT	Latin	Indo-European	643	8357	9000	0.07144444444444445	0.9285555555555556	0.40477468963443447	0.5952253103655656
UD_Latin-LLCT	Latin	Indo-European	651	8809	9460	0.06881606765327695	0.931183932346723	0.40487246266168664	0.5951275373383134
UD_Latin-PROIEL	Latin	Indo-European	700	27330	28030	0.024973242953977882	0.9750267570460222	0.38540903609705524	0.6145909639029448
UD_Latin-PROIEL	Latin	Indo-European	702	28729	29431	0.023852400530053344	0.9761475994699467	0.38489890315271813	0.6151010968472819
UD_Latin-PROIEL	Latin	Indo-European	710	29953	30663	0.02315494243876985	0.9768450575612302	0.3853589210709471	0.614641078929053
UD_Latin-Perseus	Latin	Indo-European	511	6459	6970	0.0733142037302726	0.9266857962697274	0.3217263049890984	0.6782736950109016
UD_Latin-Perseus	Latin	Indo-European	622	9924	10546	0.058979707946140714	0.9410202920538593	0.313640594019342	0.6863594059806579
UD_Latin-UDante	Latin	Indo-European	560	6518	7078	0.07911839502684374	0.9208816049731563	0.42848812346926873	0.5715118765307312
UD_Latin-UDante	Latin	Indo-European	642	9372	10014	0.06411024565608149	0.9358897543439185	0.419178391180534	0.580821608819466
UD_Latin-UDante	Latin	Indo-European	705	11653	12358	0.05704806603010196	0.9429519339698981	0.425531456632708	0.574468543367292
UD_Latvian-Cairo	Latvian	Indo-European	34	79	113	0.3008849557522124	0.6991150442477876	0.3695652173913043	0.6304347826086957
UD_Latvian-LVTB	Latvian	Indo-European	788	48934	49722	0.015848115522304012	0.984151884477696	0.28493746856979035	0.7150625314302097
UD_Latvian-LVTB	Latvian	Indo-European	814	53292	54106	0.015044542194950652	0.9849554578050493	0.2844395007823622	0.7155604992176378
UD_Latvian-LVTB	Latvian	Indo-European	844	57831	58675	0.014384320409032808	0.9856156795909672	0.2851009254106487	0.7148990745893513
UD_Ligurian-GLT	Ligurian	Indo-European	45	73	118	0.3813559322033898	0.6186440677966102	0.582089552238806	0.417910447761194
UD_Ligurian-GLT	Ligurian	Indo-European	238	1452	1690	0.1408284023668639	0.8591715976331361	0.5763820739286882	0.42361792607131177
UD_Lithuanian-ALKSNIS	Lithuanian	Indo-European	307	4243	4550	0.06747252747252747	0.9325274725274725	0.2266403768211195	0.7733596231788805
UD_Lithuanian-ALKSNIS	Lithuanian	Indo-European	472	8056	8528	0.055347091932457786	0.9446529080675422	0.251070784490532	0.748929215509468
UD_Lithuanian-ALKSNIS	Lithuanian	Indo-European	651	18315	18966	0.03432458082885163	0.9656754191711484	0.2391041925661676	0.7608958074338324
UD_Lithuanian-HSE	Lithuanian	Indo-European	207	1318	1525	0.13573770491803278	0.8642622950819672	0.3333333333333333	0.6666666666666666
UD_Lithuanian-HSE	Lithuanian	Indo-European	243	1730	1973	0.12316269640141916	0.8768373035985808	0.33196480938416423	0.6680351906158358
UD_Lithuanian-HSE	Lithuanian	Indo-European	272	2168	2440	0.11147540983606558	0.8885245901639345	0.31749764816556914	0.6825023518344309
UD_Livvi-KKPP	Livvi	Uralic	80	628	708	0.11299435028248588	0.8870056497175142	0.19826839826839826	0.8017316017316017
UD_Livvi-KKPP	Livvi	Uralic	102	693	795	0.12830188679245283	0.8716981132075472	0.21462264150943397	0.785377358490566
UD_Low_Saxon-LSDC	Low_Saxon	Indo-European	443	2632	3075	0.1440650406504065	0.8559349593495935	0.4965650493774152	0.5034349506225848
UD_Low_Saxon-LSDC	Low_Saxon	Indo-European	625	4481	5106	0.12240501370936153	0.8775949862906385	0.4985569606968568	0.5014430393031432
UD_Luxembourgish-LuxBank	Luxembourgish	Indo-European	60	68	128	0.46875	0.53125	0.5649717514124294	0.4350282485875706
UD_Macedonian-MTB	Macedonian	Indo-European	136	457	593	0.22934232715008432	0.7706576728499157	0.4797891036906854	0.5202108963093146
UD_Madi-Jarawara	Madi	Arawan	26	40	66	0.3939393939393939	0.6060606060606061	0.5164835164835165	0.4835164835164835
UD_Maghrebi_Arabic_French-Arabizi	Maghrebi_Arabic_French	NA	268	1065	1333	0.2010502625656414	0.7989497374343586	0.38468634686346864	0.6153136531365314
UD_Maghrebi_Arabic_French-Arabizi	Maghrebi_Arabic_French	NA	897	6221	7118	0.12601854453498174	0.8739814554650183	0.38071329639889195	0.619286703601108
UD_Maghrebi_Arabic_French-Arabizi	Maghrebi_Arabic_French	NA	956	6840	7796	0.12262698819907646	0.8773730118009235	0.37890464447184546	0.6210953555281545
UD_Makurap-TuDeT	Makurap	Tupian	19	79	98	0.19387755102040816	0.8061224489795918	0.28	0.72
UD_Malayalam-UFAL	Malayalam	Dravidian	112	1433	1545	0.07249190938511327	0.9275080906148867	0.2160345655304849	0.7839654344695152
UD_Maltese-MUDT	Maltese	Afro-Asiatic	392	2728	3120	0.12564102564102564	0.8743589743589744	0.46298747581712657	0.5370125241828735
UD_Maltese-MUDT	Maltese	Afro-Asiatic	544	6431	6975	0.07799283154121864	0.9220071684587814	0.4530474421745737	0.5469525578254263
UD_Maltese-MUDT	Maltese	Afro-Asiatic	586	7769	8355	0.0701376421304608	0.9298623578695392	0.4537849733597591	0.5462150266402409
UD_Manx-Cadhan	Manx	Indo-European	128	1832	1960	0.0653061224489796	0.9346938775510204	0.5086789900811542	0.4913210099188458
UD_Manx-Cadhan	Manx	Indo-European	161	2935	3096	0.052002583979328165	0.9479974160206718	0.5014078161955176	0.4985921838044825
UD_Marathi-UFAL	Marathi	Indo-European	125	801	926	0.13498920086393087	0.8650107991360692	0.3618152085036795	0.6381847914963206
UD_Marathi-UFAL	Marathi	Indo-European	136	912	1048	0.1297709923664122	0.8702290076335878	0.36001435750179467	0.6399856424982053
UD_Marathi-UFAL	Marathi	Indo-European	144	983	1127	0.12777284826974267	0.8722271517302573	0.3621691413815365	0.6378308586184636
UD_Mbya_Guarani-Dooley	Mbya_Guarani	Tupian	45	69	114	0.39473684210526316	0.6052631578947368	0.5755184623166414	0.4244815376833586
UD_Mbya_Guarani-Thomas	Mbya_Guarani	Tupian	121	295	416	0.29086538461538464	0.7091346153846154	0.5093457943925234	0.49065420560747663
UD_Middle_French-ALTM	Middle_French	Indo-European	212	1012	1224	0.17320261437908496	0.826797385620915	0.5476856166511339	0.4523143833488661
UD_Middle_French-PROFITEROLE	Middle_French	Indo-European	341	2287	2628	0.1297564687975647	0.8702435312024354	0.5186487812857844	0.4813512187142156
UD_Middle_French-PROFITEROLE	Middle_French	Indo-European	394	3130	3524	0.11180476730987514	0.8881952326901249	0.5155161818926669	0.48448381810733304
UD_Middle_French-PROFITEROLE	Middle_French	Indo-European	610	7448	8058	0.0757011665425664	0.9242988334574336	0.5115113092456715	0.4884886907543286
UD_Moksha-JR	Moksha	Uralic	232	1992	2224	0.10431654676258993	0.89568345323741	0.20434651373377605	0.795653486266224
UD_Moksha-JR	Moksha	Uralic	241	2074	2315	0.1041036717062635	0.8958963282937366	0.2104810996563574	0.7895189003436426
UD_Munduruku-TuDeT	Munduruku	Tupian	63	338	401	0.1571072319201995	0.8428927680798005	0.28846153846153844	0.7115384615384616
